file,row_id,column,dq_dimension,defect_type,description
01_vendors_master.csv,V00451,last_updated,Timeliness,stale_record,Not updated in >3 years
01_vendors_master.csv,V01292,last_updated,Timeliness,stale_record,Not updated in >3 years
01_vendors_master.csv,V01157,last_updated,Timeliness,stale_record,Not updated in >3 years
01_vendors_master.csv,V00552,last_updated,Timeliness,stale_record,Not updated in >3 years
01_vendors_master.csv,V00340,last_updated,Timeliness,stale_record,Not updated in >3 years
01_vendors_master.csv,V00633,last_updated,Timeliness,stale_record,Not updated in >3 years
01_vendors_master.csv,V00475,last_updated,Timeliness,stale_record,Not updated in >3 years
01_vendors_master.csv,V01154-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V01154
01_vendors_master.csv,V00242-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00242
01_vendors_master.csv,V00413-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00413
01_vendors_master.csv,V01104-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V01104
01_vendors_master.csv,V00455-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00455
01_vendors_master.csv,V00394-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00394
01_vendors_master.csv,V00259-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00259
01_vendors_master.csv,V00770-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00770
01_vendors_master.csv,V00643-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00643
01_vendors_master.csv,V00022-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00022
01_vendors_master.csv,V01388-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V01388
01_vendors_master.csv,V00098-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00098
01_vendors_master.csv,V00111-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00111
01_vendors_master.csv,V00383-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00383
01_vendors_master.csv,V00005-DUP,cr_number,Uniqueness,duplicate_entity,Same CR as V00005
01_vendors_master.csv,V01478,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V01153,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V00397,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V01433,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V00990,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V00136,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V00216,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V00800,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V01474,status,Consistency,inconsistent_encoding,Status value not standardized
01_vendors_master.csv,V00852,status,Consistency,inconsistent_encoding,Status value not standardized
02_invoices.csv,INV-2026-003760,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-000431,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-000803,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-001752,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-002065,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-001201,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-005289,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-001348,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-005795,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-009356,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-006117,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-003672,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-005714,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-001679,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-004865,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-008174,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-009437,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-007941,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-006114,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-008160,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-000487,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-009109,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-005960,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-001495,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-002398,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-009357,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-008047,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-002803,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-004041,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-002395,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-001319,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-001928,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-000742,invoice_no,Uniqueness,duplicate_invoice,Same invoice_no twice
02_invoices.csv,INV-2026-001752,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-008901,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-004515,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-000653,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-005395,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-008205,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-006683,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-000135,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-000364,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-006675,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-005333,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-001164,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-003247,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-002963,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-002133,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-004629,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-001363,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-009079,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-005710,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-009647,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-009927,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-008022,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-005720,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-002258,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-006502,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-000812,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-008973,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-001538,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-002341,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-005608,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-004969,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-004008,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-004281,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-000363,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-007123,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-008442,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-004085,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-006827,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-002612,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-003577,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-005875,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-006902,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-004804,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-000525,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-007983,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-002046,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-003924,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-002345,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-007303,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-007822,vat_amount,Accuracy,wrong_calculation,VAT != 15% of subtotal
02_invoices.csv,INV-2026-004253,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-008043,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-005618,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-006449,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-005836,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-006810,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-009705,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-006771,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-009310,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-000643,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-007193,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-003464,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-004193,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-001615,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-009573,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-006267,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-006253,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-008704,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-005961,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-001215,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-007682,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-009685,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-001740,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-008417,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-000503,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-009934,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-002288,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-004455,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-009071,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-007747,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-006407,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-000804,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-001324,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-005366,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-002116,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-008432,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-008916,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-003060,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-006136,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-000548,total_amount,Accuracy,wrong_calculation,total != subtotal + vat
02_invoices.csv,INV-2026-008267,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-007554,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-008798,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-000463,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-005586,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-009565,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-008897,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-008515,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-007260,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-003133,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-009494,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-007683,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-002578,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-005137,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-006109,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-003237,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-007710,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-006226,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-001157,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-005034,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-003737,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-003378,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-008997,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-000508,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-000864,subtotal,Validity,out_of_range,Negative subtotal
02_invoices.csv,INV-2026-004624,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-007962,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-001302,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-004784,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-006219,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-001788,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-005387,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-006681,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-003521,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-005246,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-007518,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-008719,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-001995,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-007313,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-009568,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-006130,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-006142,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-000098,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-008424,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-000221,issue_date,Validity,future_date,Issue date in the future
02_invoices.csv,INV-2026-008769,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-001408,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-008516,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-007149,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-006821,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-006195,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-005142,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-009672,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-000366,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-001452,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-005713,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-007104,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-005874,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-002526,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-006999,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-006177,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-005681,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-001896,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-001855,currency,Consistency,mixed_currency,Currency not SAR
02_invoices.csv,INV-2026-001977,currency,Consistency,mixed_currency,Currency not SAR
